SLAMBench Report run started:	2020-02-12 09:24:22

Properties:
=================

frame-limit: 0
log-file: logfile.txt
input: datasets/ICL_NUIM/living_room_traj2_loop.slam
load-slam-library: ./build/lib/libkfusion-cpp-library.dylib
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
load-filter-library: ./build/lib/libint-skip-flow-filter.dylib
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4
skip-threshold: 0.0009

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	X	Y	Z
124	4.9200000000	0.0046380409	0.0036515872	0.0055015511	0.0062968016	0.6162360000	0.0773460000	0.0568420000	0.0000000000	0.4799710000	0.0019790000	0	0	3.1614503860	4.0186834335	4.2000870705
125	4.9600000000	0.0045913346	0.0036591051	0.0055015511	0.0062866661	1.1603730000	0.0761980000	0.0476230000	0.0463250000	0.4798510000	0.5102660000	0	0	3.1570639610	4.0184330940	4.2050824165
126	5.0000000000	0.0044073695	0.0036650437	0.0055015511	0.0062673660	0.6270760000	0.0886110000	0.0549310000	0.0000010000	0.4813620000	0.0020670000	0	0	3.1520702839	4.0195240974	4.2123732567
127	5.0400000000	0.0045736600	0.0036721982	0.0055015511	0.0062431283	0.6625550000	0.0768550000	0.0567880000	0.0457500000	0.4810850000	0.0019670000	0	0	3.1427550316	4.0205140114	4.2293567657
128	5.0800000000	0.0045452821	0.0036790192	0.0055015511	0.0062205761	0.6092260000	0.0772950000	0.0493250000	0.0000000000	0.4806110000	0.0018920000	0	0	3.1372530460	4.0203313828	4.2351417542
129	5.1200000000	0.0045614997	0.0036858601	0.0055015511	0.0061976467	1.1762050000	0.0883690000	0.0486620000	0.0458000000	0.4788200000	0.5144270000	0	0	3.1333074570	4.0207028389	4.2418150902
130	5.1600000000	0.0044154618	0.0036914724	0.0055015511	0.0061928248	0.6057970000	0.0780480000	0.0468860000	0.0000010000	0.4788540000	0.0018920000	0	0	3.1245503426	4.0204782486	4.2598104477
131	5.2000000000	0.0045687803	0.0036981694	0.0055015511	0.0062237654	0.6502910000	0.0780730000	0.0487530000	0.0458230000	0.4755860000	0.0019470000	0	0	3.1211049557	4.0210752487	4.2639212608
132	5.2400000000	0.0045208689	0.0037044020	0.0055015511	0.0062357850	0.6051900000	0.0753440000	0.0490050000	0.0000010000	0.4787550000	0.0019750000	0	0	3.1206190586	4.0208129883	4.2616024017
133	5.2800000000	0.0044301837	0.0037098590	0.0055015511	0.0062356291	1.1651980000	0.0889720000	0.0486260000	0.0463430000	0.4745530000	0.5065810000	0	0	3.1102237701	4.0209903717	4.2807135582
134	5.3200000000	0.0049340990	0.0037189951	0.0055015511	0.0062678271	0.6177580000	0.0884720000	0.0423610000	0.0000000000	0.4848750000	0.0019400000	0	0	3.1016879082	4.0238051414	4.2973456383
135	5.3600000000	0.0051022214	0.0037292412	0.0055015511	0.0062886817	0.6476540000	0.0798670000	0.0464050000	0.0463670000	0.4728140000	0.0020850000	0	0	3.0985486507	4.0243096352	4.3013424873
136	5.4000000000	0.0052532940	0.0037404475	0.0055015511	0.0063254195	0.6007720000	0.0754720000	0.0479440000	0.0000000000	0.4752920000	0.0019400000	0	0	3.0917990208	4.0244421959	4.3133816719
137	5.4400000000	0.0051915315	0.0037510394	0.0055015511	0.0063784850	1.1560140000	0.0798130000	0.0491010000	0.0466930000	0.4721980000	0.5080890000	0	0	3.0864050388	4.0248098373	4.3226256371
138	5.4800000000	0.0051984102	0.0037615276	0.0055015511	0.0064211496	0.5966050000	0.0773610000	0.0465210000	0.0000000000	0.4706850000	0.0019310000	0	0	3.0808227062	4.0239696503	4.3273200989
139	5.5200000000	0.0050529870	0.0037708186	0.0055015511	0.0064635456	0.6550190000	0.0887500000	0.0468080000	0.0463600000	0.4709890000	0.0019920000	0	0	3.0747067928	4.0218219757	4.3325204849
140	5.5600000000	0.0050764335	0.0037801445	0.0055015511	0.0065357045	0.5941040000	0.0754440000	0.0468990000	0.0000010000	0.4697680000	0.0018840000	0	0	3.0654485226	4.0225520134	4.3467998505
141	5.6000000000	0.0050843447	0.0037893941	0.0055015511	0.0065695252	1.1435880000	0.0765690000	0.0461020000	0.0470260000	0.4678320000	0.5059390000	0	0	3.0600781441	4.0237693787	4.3522653580
142	5.6400000000	0.0051300060	0.0037988350	0.0055015511	0.0066040550	0.5995280000	0.0866480000	0.0401760000	0.0000000000	0.4706070000	0.0019710000	0	0	3.0508432388	4.0238862038	4.3669824600
143	5.6800000000	0.0051584858	0.0038083431	0.0055015511	0.0066805716	0.6431770000	0.0813730000	0.0464460000	0.0472370000	0.4660750000	0.0019230000	0	0	3.0456042290	4.0261387825	4.3769927025
144	5.7200000000	0.0052303863	0.0038182184	0.0055015511	0.0067244534	0.6045530000	0.0884070000	0.0467650000	0.0000000000	0.4673520000	0.0019110000	0	0	3.0393848419	4.0278863907	4.3848695755
145	5.7600000000	0.0052119293	0.0038278302	0.0055015511	0.0067244855	1.1431400000	0.0779260000	0.0466450000	0.0469000000	0.4683070000	0.5032040000	0	0	3.0338294506	4.0269498825	4.3916187286
146	5.8000000000	0.0052597173	0.0038376376	0.0055015511	0.0067157619	0.5984890000	0.0760330000	0.0487820000	0.0000010000	0.4716120000	0.0019350000	0	0	3.0279932022	4.0271134377	4.4010844231
147	5.8400000000	0.0052874377	0.0038475002	0.0055015511	0.0066992929	0.6426670000	0.0770710000	0.0471920000	0.0476970000	0.4684640000	0.0021210000	0	0	3.0178065300	4.0263466835	4.4220204353
148	5.8800000000	0.0053258152	0.0038574888	0.0055015511	0.0066787193	0.5955280000	0.0767450000	0.0487910000	0.0000000000	0.4679080000	0.0019290000	0	0	3.0163846016	4.0262718201	4.4253993034
149	5.9200000000	0.0052909576	0.0038671094	0.0055015511	0.0066620914	1.1485680000	0.0861550000	0.0468240000	0.0469870000	0.4665250000	0.5019470000	0	0	3.0120275021	4.0269570351	4.4364581108
150	5.9600000000	0.0053383503	0.0038769177	0.0055015511	0.0066437112	0.5910830000	0.0761460000	0.0466190000	0.0000010000	0.4662170000	0.0019840000	0	0	3.0084500313	4.0267443657	4.4451808929
151	6.0000000000	0.0053814831	0.0038868817	0.0055015511	0.0066250893	0.6579070000	0.0873950000	0.0474490000	0.0499050000	0.4710010000	0.0020240000	0	0	3.0051531792	4.0272583961	4.4549136162
152	6.0400000000	0.0053532743	0.0038965290	0.0055015511	0.0066116028	0.5958800000	0.0746520000	0.0490810000	0.0000010000	0.4698020000	0.0021920000	0	0	3.0020453930	4.0285611153	4.4656977654
153	6.0800000000	0.0054403264	0.0039066192	0.0055015511	0.0066008704	1.1344720000	0.0775650000	0.0445400000	0.0474390000	0.4639520000	0.5008540000	0	0	2.9984090328	4.0276021957	4.4742846489
154	6.1200000000	0.0054078642	0.0039163675	0.0055015511	0.0066196708	0.5840230000	0.0758350000	0.0404720000	0.0000000000	0.4656510000	0.0019460000	0	0	2.9939262867	4.0269155502	4.4866042137
155	6.1600000000	0.0053848973	0.0039258419	0.0055015511	0.0066830313	0.6500250000	0.0870940000	0.0481110000	0.0475490000	0.4651800000	0.0019570000	0	0	2.9922735691	4.0259833336	4.4942073822
156	6.2000000000	0.0054017566	0.0039353029	0.0055015511	0.0067947622	0.5993400000	0.0769290000	0.0541870000	0.0000000000	0.4661250000	0.0019810000	0	0	2.9875745773	4.0271224976	4.5091648102
157	6.2400000000	0.0054253852	0.0039447939	0.0055015511	0.0068856022	1.1323930000	0.0765280000	0.0463390000	0.0476350000	0.4620510000	0.4997100000	0	0	2.9853200912	4.0277442932	4.5200910568
158	6.2800000000	0.0054243957	0.0039541585	0.0055015511	0.0069624420	0.5825580000	0.0773380000	0.0401680000	0.0000000000	0.4629790000	0.0019490000	0	0	2.9823272228	4.0280370712	4.5365991592
159	6.3200000000	0.0054579903	0.0039636165	0.0055015511	0.0069929617	0.6340280000	0.0765580000	0.0462780000	0.0474380000	0.4616840000	0.0019450000	0	0	2.9817621708	4.0274462700	4.5443158150
160	6.3600000000	0.0054670470	0.0039730130	0.0055015511	0.0070307222	0.5994920000	0.0887070000	0.0465290000	0.0000000000	0.4622650000	0.0018670000	0	0	2.9806263447	4.0288314819	4.5597958565
161	6.4000000000	0.0055451156	0.0039827776	0.0055451156	0.0070159780	1.1271030000	0.0769810000	0.0461990000	0.0472990000	0.4601150000	0.4963630000	0	0	2.9807460308	4.0293331146	4.5706205368
162	6.4400000000	0.0056404737	0.0039930103	0.0056404737	0.0069964120	0.5911540000	0.0803220000	0.0472850000	0.0000000000	0.4615160000	0.0019050000	0	0	2.9806492329	4.0276541710	4.5817890167
163	6.4800000000	0.0055858828	0.0040027825	0.0056404737	0.0069796402	0.6264530000	0.0775210000	0.0389610000	0.0473350000	0.4606200000	0.0018830000	0	0	2.9796733856	4.0289230347	4.5947990417
164	6.5200000000	0.0055936826	0.0040124831	0.0056404737	0.0069631844	0.5928420000	0.0754440000	0.0545360000	0.0000010000	0.4606150000	0.0021210000	0	0	2.9795687199	4.0302939415	4.6066241264
165	6.5600000000	0.0056372429	0.0040223301	0.0056404737	0.0069536654	1.1288780000	0.0768300000	0.0481800000	0.0474930000	0.4601480000	0.4961020000	0	0	2.9785389900	4.0315456390	4.6246185303
166	6.6000000000	0.0056491503	0.0040321303	0.0056491503	0.0069707539	0.5882070000	0.0774470000	0.0465730000	0.0000000000	0.4621180000	0.0019370000	0	0	2.9793138504	4.0322647095	4.6359190941
167	6.6400000000	0.0056326739	0.0040417144	0.0056491503	0.0069781366	0.6303050000	0.0763800000	0.0460540000	0.0476760000	0.4581240000	0.0019450000	0	0	2.9803650379	4.0341715813	4.6462898254
168	6.6800000000	0.0056979922	0.0040515731	0.0056979922	0.0069804127	0.5853190000	0.0775450000	0.0462030000	0.0000000000	0.4595230000	0.0019140000	0	0	2.9808826447	4.0344500542	4.6587238312
169	6.7200000000	0.0057120374	0.0040613984	0.0057120374	0.0069669182	1.1249740000	0.0754910000	0.0466810000	0.0476590000	0.4600910000	0.4948670000	0	0	2.9809489250	4.0322737694	4.6731190681
170	6.7600000000	0.0057127099	0.0040711120	0.0057127099	0.0069590142	0.5850140000	0.0778230000	0.0465200000	0.0000000000	0.4586350000	0.0019080000	0	0	2.9790518284	4.0343317986	4.6902108192
171	6.8000000000	0.0057170046	0.0040807371	0.0057170046	0.0069521951	0.6327990000	0.0774190000	0.0464010000	0.0479560000	0.4589690000	0.0019190000	0	0	2.9801149368	4.0371308327	4.6994032860
172	6.8400000000	0.0057815122	0.0040906253	0.0057815122	0.0069339520	0.5882790000	0.0807710000	0.0465170000	0.0000000000	0.4589660000	0.0018870000	0	0	2.9806330204	4.0384221077	4.7124533653
173	6.8800000000	0.0057613156	0.0041002825	0.0057815122	0.0069147648	1.1462020000	0.0880860000	0.0570240000	0.0476070000	0.4575910000	0.4957570000	0	0	2.9802680016	4.0400028229	4.7263722420
174	6.9200000000	0.0058372878	0.0041102653	0.0058372878	0.0068953607	0.5829020000	0.0763510000	0.0463350000	0.0000010000	0.4582220000	0.0018620000	0	0	2.9792184830	4.0418081284	4.7390394211
175	6.9600000000	0.0058148773	0.0041200059	0.0058372878	0.0068755851	0.6309570000	0.0765250000	0.0464680000	0.0474360000	0.4583990000	0.0019940000	0	0	2.9796950817	4.0427293777	4.7508597374
176	7.0000000000	0.0058151642	0.0041296375	0.0058372878	0.0068598458	0.5886530000	0.0765280000	0.0473250000	0.0000000000	0.4627240000	0.0019440000	0	0	2.9784328938	4.0430684090	4.7653713226
177	7.0400000000	0.0058493884	0.0041393536	0.0058493884	0.0068703942	1.1180880000	0.0778090000	0.0465810000	0.0472510000	0.4554130000	0.4908950000	0	0	2.9794783592	4.0406761169	4.7724809647
178	7.0800000000	0.0058938609	0.0041492104	0.0058938609	0.0068562135	0.5921330000	0.0885260000	0.0473310000	0.0000010000	0.4542190000	0.0019210000	0	0	2.9807314873	4.0402455330	4.7797713280
179	7.1200000000	0.0057937284	0.0041583976	0.0058938609	0.0068422126	0.6290780000	0.0775400000	0.0467110000	0.0473680000	0.4553570000	0.0019580000	0	0	2.9809319973	4.0426254272	4.7934212685
180	7.1600000000	0.0058475710	0.0041677819	0.0058938609	0.0068239168	0.5783030000	0.0754040000	0.0465250000	0.0000000000	0.4541750000	0.0020650000	0	0	2.9817256927	4.0451145172	4.8064718246
181	7.2000000000	0.0058467402	0.0041770579	0.0058938609	0.0068091818	1.1026580000	0.0750410000	0.0386970000	0.0472960000	0.4544640000	0.4870230000	0	0	2.9838731289	4.0457701683	4.8172841072
182	7.2400000000	0.0058718156	0.0041863698	0.0058938609	0.0067923258	0.5849980000	0.0901240000	0.0391610000	0.0000010000	0.4536490000	0.0019180000	0	0	2.9835515022	4.0460495949	4.8312544823
183	7.2800000000	0.0058787907	0.0041956180	0.0058938609	0.0067772110	0.6459010000	0.0876250000	0.0482820000	0.0472040000	0.4606130000	0.0020320000	0	0	2.9818632603	4.0466232300	4.8474369049
184	7.3200000000	0.0058910772	0.0042048324	0.0058938609	0.0067592835	0.5905400000	0.0767990000	0.0484730000	0.0000000000	0.4627990000	0.0023210000	0	0	2.9840569496	4.0462040901	4.8580355644
185	7.3600000000	0.0058561838	0.0042137587	0.0058938609	0.0067436306	1.1084740000	0.0748170000	0.0474670000	0.0467080000	0.4544500000	0.4848930000	0	0	2.9855935574	4.0464515686	4.8734321594
186	7.4000000000	0.0058046882	0.0042223121	0.0058938609	0.0067312196	0.5860550000	0.0748500000	0.0480890000	0.0000000000	0.4610470000	0.0019270000	0	0	2.9854605198	4.0460834503	4.8915376663
187	7.4400000000	0.0057758940	0.0042306200	0.0058938609	0.0067248077	0.6468010000	0.0885150000	0.0561440000	0.0471740000	0.4529000000	0.0019290000	0	0	2.9885911942	4.0460863113	4.8999261856
188	7.4800000000	0.0057976991	0.0042389555	0.0058938609	0.0067332658	0.5799280000	0.0754350000	0.0464960000	0.0000010000	0.4558030000	0.0020550000	0	0	2.9909634590	4.0496478081	4.9153881073
189	7.5200000000	0.0057881367	0.0042471522	0.0058938609	0.0067171383	1.1045150000	0.0773920000	0.0384220000	0.0470770000	0.4529650000	0.4885150000	0	0	2.9931201935	4.0523738861	4.9329953194
190	7.5600000000	0.0058489027	0.0042555825	0.0058938609	0.0067071006	0.5796560000	0.0771300000	0.0463910000	0.0000000000	0.4541320000	0.0018650000	0	0	2.9953892231	4.0513386726	4.9477715492
191	7.6000000000	0.0058529708	0.0042639458	0.0058938609	0.0066954203	0.6293420000	0.0761320000	0.0472950000	0.0478460000	0.4559070000	0.0020190000	0	0	2.9966988564	4.0535979271	4.9640827179
192	7.6400000000	0.0059405942	0.0042726783	0.0059405942	0.0066882341	0.5796680000	0.0767330000	0.0462920000	0.0000010000	0.4545950000	0.0018990000	0	0	3.0003650188	4.0597529411	4.9791641235
193	7.6800000000	0.0060042208	0.0042816501	0.0060042208	0.0066895925	1.1302520000	0.0789650000	0.0539360000	0.0491830000	0.4602750000	0.4877380000	0	0	3.0003859997	4.0602555275	4.9974579811
194	7.7200000000	0.0061026351	0.0042910366	0.0061026351	0.0066869498	0.5865590000	0.0762100000	0.0473250000	0.0000000000	0.4609760000	0.0019010000	0	0	3.0001204014	4.0562448502	5.0137495995
195	7.7600000000	0.0060891667	0.0043002578	0.0061026351	0.0066901345	0.6212600000	0.0773670000	0.0380580000	0.0475250000	0.4562610000	0.0019020000	0	0	3.0013499260	4.0558104515	5.0267858505
196	7.8000000000	0.0060746432	0.0043093107	0.0061026351	0.0067269678	0.5851740000	0.0773750000	0.0466220000	0.0000010000	0.4590280000	0.0019920000	0	0	3.0032200813	4.0594630241	5.0435671806
197	7.8400000000	0.0061573023	0.0043186914	0.0061573023	0.0067525767	1.1125500000	0.0751130000	0.0463350000	0.0475810000	0.4559940000	0.4873730000	0	0	3.0050678253	4.0629320145	5.0556378365
198	7.8800000000	0.0060380050	0.0043273748	0.0061573023	0.0067704341	0.5776940000	0.0753420000	0.0439070000	0.0000000000	0.4564200000	0.0018830000	0	0	3.0061933994	4.0666270256	5.0721654892
199	7.9200000000	0.0060632247	0.0043360977	0.0061573023	0.0067636644	0.6299550000	0.0781590000	0.0454480000	0.0477420000	0.4564880000	0.0019620000	0	0	3.0082638264	4.0675625801	5.0879802704
200	7.9600000000	0.0062610083	0.0043457222	0.0062610083	0.0067543122	0.5842650000	0.0779560000	0.0463850000	0.0000010000	0.4578610000	0.0018950000	0	0	3.0084490776	4.0661687851	5.1020402908
201	8.0000000000	0.0061986842	0.0043549409	0.0062610083	0.0067696640	1.1188590000	0.0760250000	0.0465460000	0.0477980000	0.4577520000	0.4905680000	0	0	3.0090851784	4.0665450096	5.1207580566
202	8.0400000000	0.0061783455	0.0043639677	0.0062610083	0.0067867902	0.5853070000	0.0766590000	0.0476870000	0.0000000000	0.4589830000	0.0018260000	0	0	3.0118985176	4.0674633980	5.1310186386
203	8.0800000000	0.0062717712	0.0043733657	0.0062717712	0.0067962678	0.6335600000	0.0805860000	0.0451690000	0.0478080000	0.4579080000	0.0019460000	0	0	3.0141985416	4.0692620277	5.1484475136
204	8.1200000000	0.0061448915	0.0043820497	0.0062717712	0.0067884677	0.5827880000	0.0761190000	0.0454820000	0.0000000000	0.4590930000	0.0019420000	0	0	3.0160853863	4.0686817169	5.1607265472
205	8.1600000000	0.0062117437	0.0043909750	0.0062717712	0.0067805879	1.1162930000	0.0750160000	0.0455480000	0.0477340000	0.4580640000	0.4897750000	0	0	3.0190021992	4.0676693916	5.1724872589
206	8.1999999990	0.0062133577	0.0043998216	0.0062717712	0.0067713541	0.5919550000	0.0786010000	0.0535570000	0.0000010000	0.4577810000	0.0018600000	0	0	3.0223686695	4.0677299500	5.1860399246
207	8.2400000000	0.0062038908	0.0044085369	0.0062717712	0.0067640635	0.6319440000	0.0781410000	0.0458630000	0.0478720000	0.4580050000	0.0019090000	0	0	3.0268919468	4.0706119537	5.1996178627
208	8.2799999990	0.0061709578	0.0044170100	0.0062717712	0.0067513663	0.5949580000	0.0778830000	0.0535840000	0.0000010000	0.4614240000	0.0019140000	0	0	3.0311090946	4.0727357864	5.2122311592
209	8.3200000000	0.0062781195	0.0044259149	0.0062781195	0.0067487398	1.1243080000	0.0775490000	0.0379570000	0.0486340000	0.4618860000	0.4981280000	0	0	3.0356693268	4.0745925903	5.2253561020
210	8.3599999990	0.0062834104	0.0044347601	0.0062834104	0.0067726303	0.5929850000	0.0785750000	0.0473310000	0.0000010000	0.4649290000	0.0019910000	0	0	3.0413033962	4.0754232407	5.2363662720
211	8.4000000000	0.0063373982	0.0044437773	0.0063373982	0.0067924249	0.6387320000	0.0777240000	0.0451430000	0.0482240000	0.4654940000	0.0019760000	0	0	3.0463533401	4.0736045837	5.2501225471
212	8.4399999990	0.0063816868	0.0044529184	0.0063816868	0.0067785518	0.5835620000	0.0783160000	0.0397130000	0.0000000000	0.4635280000	0.0018540000	0	0	3.0536408424	4.0765614510	5.2617449760
213	8.4800000000	0.0064191553	0.0044621496	0.0064191553	0.0067801348	1.1379130000	0.0789910000	0.0478020000	0.0487480000	0.4637600000	0.4984540000	0	0	3.0600745678	4.0804648399	5.2762432098
214	8.5200000000	0.0064530550	0.0044714529	0.0064530550	0.0068429664	0.5921420000	0.0789560000	0.0445170000	0.0000000000	0.4666190000	0.0018930000	0	0	3.0671315193	4.0807375908	5.2883849144
215	8.5600000000	0.0064731357	0.0044807630	0.0064731357	0.0068524024	0.6427660000	0.0785710000	0.0464490000	0.0499630000	0.4656900000	0.0019270000	0	0	3.0750112534	4.0800528526	5.2988901138
216	8.6000000000	0.0065567396	0.0044903740	0.0065567396	0.0068376201	0.5922340000	0.0786600000	0.0453260000	0.0000010000	0.4662660000	0.0018200000	0	0	3.0843217373	4.0845680237	5.3104977608
217	8.6400000000	0.0066856914	0.0045004907	0.0066856914	0.0068615216	1.1456770000	0.0884050000	0.0459740000	0.0481280000	0.4661780000	0.4968130000	0	0	3.0933165550	4.0876088142	5.3273582458
218	8.6800000000	0.0065396228	0.0045098445	0.0066856914	0.0069121551	0.5915060000	0.0777020000	0.0447330000	0.0000010000	0.4670740000	0.0018340000	0	0	3.1017422676	4.0873403549	5.3364295959
219	8.7200000000	0.0066964929	0.0045198292	0.0066964929	0.0069122229	0.6525630000	0.0887900000	0.0464530000	0.0480940000	0.4670100000	0.0020570000	0	0	3.1119105816	4.0902094841	5.3467597961
220	8.7600000000	0.0068431790	0.0045303899	0.0068431790	0.0069154588	0.5951400000	0.0770470000	0.0485220000	0.0000010000	0.4675870000	0.0018190000	0	0	3.1224982738	4.0952267647	5.3585247993
221	8.8000000000	0.0067451247	0.0045404113	0.0068431790	0.0069528997	1.1313310000	0.0791700000	0.0452690000	0.0478390000	0.4682690000	0.4906190000	0	0	3.1321575642	4.0963530540	5.3703017235
222	8.8400000000	0.0069276472	0.0045511646	0.0069276472	0.0069614238	0.5792870000	0.0774720000	0.0372330000	0.0000000000	0.4624900000	0.0019310000	0	0	3.1414620876	4.0982007980	5.3848562241
223	8.8800000000	0.0069411499	0.0045618820	0.0069411499	0.0069622079	0.6371980000	0.0812040000	0.0448510000	0.0471070000	0.4619670000	0.0019070000	0	0	3.1521151066	4.1013650894	5.3942303658
224	8.9200000000	0.0069078892	0.0045723553	0.0069411499	0.0069681349	0.5914290000	0.0790610000	0.0454370000	0.0000000000	0.4648730000	0.0018940000	0	0	3.1628322601	4.1044430733	5.4048418999
225	8.9600000000	0.0069334880	0.0045828492	0.0069411499	0.0069654794	1.1336280000	0.0795880000	0.0530400000	0.0472780000	0.4629750000	0.4905810000	0	0	3.1733043194	4.1071119308	5.4128870964
226	9.0000000000	0.0072617098	0.0045947026	0.0072617098	0.0069518851	0.5886840000	0.0783260000	0.0456740000	0.0000000000	0.4626020000	0.0019180000	0	0	3.1837577820	4.1113362312	5.4245338440
227	9.0400000000	0.0070939055	0.0046057123	0.0072617098	0.0069380866	0.6399390000	0.0908680000	0.0373050000	0.0475580000	0.4621550000	0.0018880000	0	0	3.1957333088	4.1171150208	5.4329285622
228	9.0800000000	0.0072634732	0.0046173691	0.0072634732	0.0069493200	0.6020350000	0.0912720000	0.0471540000	0.0000000000	0.4615450000	0.0018900000	0	0	3.2072908878	4.1231794357	5.4464344978
229	9.1200000000	0.0072194398	0.0046287319	0.0072634732	0.0070086449	1.1223230000	0.0806660000	0.0448340000	0.0469250000	0.4642260000	0.4855030000	0	0	3.2178654671	4.1272563934	5.4538664818
230	9.1600000000	0.0072506536	0.0046401315	0.0072634732	0.0071099848	0.5892260000	0.0795780000	0.0482030000	0.0000000000	0.4593360000	0.0019440000	0	0	3.2287573814	4.1313409805	5.4607300758
231	9.2000000000	0.0071157701	0.0046508486	0.0072634732	0.0073229301	0.6237950000	0.0793600000	0.0391620000	0.0463550000	0.4567440000	0.0019980000	0	0	3.2380080223	4.1321730614	5.4681630135
232	9.2400000000	0.0072320555	0.0046619745	0.0072634732	0.0074876081	0.5995380000	0.0918120000	0.0462970000	0.0000010000	0.4593600000	0.0019050000	0	0	3.2475297451	4.1352376938	5.4765243530
233	9.2800000000	0.0071868454	0.0046728108	0.0072634732	0.0076314234	1.0927140000	0.0812810000	0.0387980000	0.0464970000	0.4530430000	0.4729260000	0	0	3.2571361065	4.1380004883	5.4838261604
234	9.3200000000	0.0072243507	0.0046837149	0.0072634732	0.0077352813	0.5826350000	0.0794890000	0.0467080000	0.0000000000	0.4543350000	0.0019280000	0	0	3.2670898438	4.1417474747	5.4907226562
235	9.3600000000	0.0071833511	0.0046943516	0.0072634732	0.0078123963	0.6390670000	0.0921220000	0.0474210000	0.0463120000	0.4510080000	0.0020020000	0	0	3.2771916389	4.1449508667	5.4980082512
236	9.4000000000	0.0073455707	0.0047055856	0.0073455707	0.0078735251	0.5849920000	0.0797640000	0.0495770000	0.0000010000	0.4534290000	0.0020530000	0	0	3.2866625786	4.1479277611	5.5063867569
237	9.4400000000	0.0072606211	0.0047163663	0.0073455707	0.0079018667	1.1024420000	0.0920800000	0.0394970000	0.0461000000	0.4580330000	0.4665590000	0	0	3.2966377735	4.1519007683	5.5128464699
238	9.4800000000	0.0074522495	0.0047278616	0.0074522495	0.0079238226	0.5924900000	0.0931490000	0.0477970000	0.0000010000	0.4493040000	0.0020690000	0	0	3.3075277805	4.1581296921	5.5206341743
239	9.5200000000	0.0073819705	0.0047389667	0.0074522495	0.0079676028	0.6271540000	0.0832020000	0.0482970000	0.0458050000	0.4475220000	0.0021520000	0	0	3.3182523251	4.1632189751	5.5281701088
240	9.5600000000	0.0074214106	0.0047501435	0.0074522495	0.0080216180	0.5735670000	0.0807020000	0.0402460000	0.0000000000	0.4502830000	0.0021200000	0	0	3.3284628391	4.1680369377	5.5367369652
241	9.6000000000	0.0073843924	0.0047610740	0.0074522495	0.0080763586	1.0803060000	0.0827870000	0.0528260000	0.0454360000	0.4439530000	0.4551300000	0	0	3.3377621174	4.1687760353	5.5454578400
242	9.6400000000	0.0072675091	0.0047714312	0.0074522495	0.0080971395	0.5860460000	0.0853470000	0.0531720000	0.0000000000	0.4449450000	0.0024130000	0	0	3.3475120068	4.1711721420	5.5540022850
243	9.6800000000	0.0072645382	0.0047816909	0.0074522495	0.0081114842	0.6307820000	0.0812460000	0.0606550000	0.0449700000	0.4415080000	0.0022310000	0	0	3.3584938049	4.1771435738	5.5617599487
244	9.7200000000	0.0072634993	0.0047918623	0.0074522495	0.0081583495	0.5847510000	0.0851730000	0.0542970000	0.0000000000	0.4429280000	0.0021780000	0	0	3.3697884083	4.1835832596	5.5698757172
245	9.7600000000	0.0071288454	0.0048014010	0.0074522495	0.0082216693	1.0641610000	0.0825670000	0.0533390000	0.0448690000	0.4371320000	0.4460830000	0	0	3.3800208569	4.1859502792	5.5777807236
246	9.8000000000	0.0071295248	0.0048108649	0.0074522495	0.0082414124	0.5668910000	0.0812950000	0.0453210000	0.0000000000	0.4378500000	0.0022400000	0	0	3.3903644085	4.1888170242	5.5867514610
247	9.8400000000	0.0072109434	0.0048205818	0.0074522495	0.0082465378	0.6130030000	0.0799150000	0.0516160000	0.0448150000	0.4341810000	0.0023020000	0	0	3.3998820782	4.1891589165	5.5967364311
248	9.8800000000	0.0071984339	0.0048301699	0.0074522495	0.0082317324	0.5713360000	0.0799670000	0.0542820000	0.0000010000	0.4347450000	0.0021660000	0	0	3.4092133045	4.1909103394	5.6052317619
249	9.9200000000	0.0071728956	0.0048395784	0.0074522495	0.0082163057	1.0605000000	0.0922820000	0.0524550000	0.0449910000	0.4302700000	0.4403270000	0	0	3.4192438126	4.1931743622	5.6128840446
250	9.9600000000	0.0071871225	0.0048489686	0.0074522495	0.0082001291	0.5653710000	0.0801040000	0.0514290000	0.0000010000	0.4313730000	0.0022310000	0	0	3.4289274216	4.1953811646	5.6218380928
251	10.0000000000	0.0072706095	0.0048586166	0.0074522495	0.0081839847	0.6154030000	0.0824600000	0.0538110000	0.0446570000	0.4320170000	0.0022840000	0	0	3.4390454292	4.1985454559	5.6306185722
252	10.0400000000	0.0072192885	0.0048679843	0.0074522495	0.0081708345	0.5803330000	0.0928560000	0.0547520000	0.0000000000	0.4303100000	0.0022350000	0	0	3.4475769997	4.1975812912	5.6410908699
