SLAMBench Report run started:	2020-02-23 09:32:03

Properties:
=================

frame-limit: 0
log-file: ./experiments/config-experiments/ICL2-KF-INT-00800.log
input: datasets/ICL_NUIM/living_room_traj2_loop.slam
load-slam-library: ./build/lib/libkfusion-cpp-library.dylib
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
load-filter-library: ./build/lib/libint-skip-flow-filter.dylib
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4
skip-threshold: 0.008

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	X	Y	Z
124	4.9200000000	0.0046380409	0.0036515872	0.0055015511	0.0062968016	0.6319190000	0.0767040000	0.0581680000	0.0000010000	0.4948280000	0.0021140000	0	0	3.1614503860	4.0186834335	4.2000870705
125	4.9600000000	0.0045913346	0.0036591051	0.0055015511	0.0062866661	1.1966720000	0.0777920000	0.0480590000	0.0476690000	0.4958050000	0.5272320000	0	0	3.1570639610	4.0184330940	4.2050824165
126	5.0000000000	0.0044073695	0.0036650437	0.0055015511	0.0062673660	0.6488090000	0.0757610000	0.0562430000	0.0000010000	0.5144890000	0.0021900000	0	0	3.1520702839	4.0195240974	4.2123732567
127	5.0400000000	0.0045736600	0.0036721982	0.0055015511	0.0062431283	0.6926240000	0.0764460000	0.0593200000	0.0471090000	0.5070600000	0.0025700000	0	0	3.1427550316	4.0205140114	4.2293567657
128	5.0800000000	0.0045452821	0.0036790192	0.0055015511	0.0062205761	0.6474620000	0.0834830000	0.0497980000	0.0000000000	0.5118620000	0.0022060000	0	0	3.1372530460	4.0203313828	4.2351417542
129	5.1200000000	0.0045614997	0.0036858601	0.0055015511	0.0061976467	1.2356580000	0.0771150000	0.0492770000	0.0500770000	0.5098970000	0.5491710000	0	0	3.1333074570	4.0207028389	4.2418150902
130	5.1600000000	0.0044154618	0.0036914724	0.0055015511	0.0061928248	0.6187950000	0.0759870000	0.0476800000	0.0000000000	0.4928410000	0.0021460000	0	0	3.1245503426	4.0204782486	4.2598104477
131	5.2000000000	0.0045687803	0.0036981694	0.0055015511	0.0062237654	0.6717990000	0.0759720000	0.0497220000	0.0471540000	0.4966090000	0.0022230000	0	0	3.1211049557	4.0210752487	4.2639212608
132	5.2400000000	0.0045208689	0.0037044020	0.0055015511	0.0062357850	0.6216090000	0.0785060000	0.0499660000	0.0000010000	0.4909750000	0.0020270000	0	0	3.1206190586	4.0208129883	4.2616024017
133	5.2800000000	0.0044301837	0.0037098590	0.0055015511	0.0062356291	1.1788190000	0.0757270000	0.0493080000	0.0471730000	0.4869820000	0.5195060000	0	0	3.1102237701	4.0209903717	4.2807135582
134	5.3200000000	0.0049340990	0.0037189951	0.0055015511	0.0062678271	0.6102380000	0.0763000000	0.0413550000	0.0000010000	0.4902420000	0.0022180000	0	0	3.1016879082	4.0238051414	4.2973456383
135	5.3600000000	0.0051022214	0.0037292412	0.0055015511	0.0062886817	0.6597710000	0.0759130000	0.0478880000	0.0481310000	0.4855770000	0.0021370000	0	0	3.0985486507	4.0243096352	4.3013424873
136	5.4000000000	0.0052532940	0.0037404475	0.0055015511	0.0063254195	0.6115930000	0.0769180000	0.0473210000	0.0000010000	0.4851850000	0.0020500000	0	0	3.0917990208	4.0244421959	4.3133816719
137	5.4400000000	0.0051915315	0.0037510394	0.0055015511	0.0063784850	1.1884570000	0.0760330000	0.0498110000	0.0473590000	0.4830350000	0.5319750000	0	0	3.0864050388	4.0248098373	4.3226256371
138	5.4800000000	0.0051984102	0.0037615276	0.0055015511	0.0064211496	0.6155580000	0.0817850000	0.0467820000	0.0000000000	0.4846150000	0.0022520000	0	0	3.0808227062	4.0239696503	4.3273200989
139	5.5200000000	0.0050529870	0.0037708186	0.0055015511	0.0064635456	0.6564910000	0.0758270000	0.0479300000	0.0476310000	0.4827650000	0.0022120000	0	0	3.0747067928	4.0218219757	4.3325204849
140	5.5600000000	0.0050764335	0.0037801445	0.0055015511	0.0065357045	0.6091400000	0.0755470000	0.0472460000	0.0000000000	0.4841510000	0.0020800000	0	0	3.0654485226	4.0225520134	4.3467998505
141	5.6000000000	0.0050843447	0.0037893941	0.0055015511	0.0065695252	1.1711000000	0.0755210000	0.0475070000	0.0485690000	0.4825090000	0.5168750000	0	0	3.0600781441	4.0237693787	4.3522653580
142	5.6400000000	0.0051300060	0.0037988350	0.0055015511	0.0066040550	0.6014350000	0.0756280000	0.0410690000	0.0000010000	0.4825240000	0.0020880000	0	0	3.0508432388	4.0238862038	4.3669824600
143	5.6800000000	0.0051584858	0.0038083431	0.0055015511	0.0066805716	0.6525870000	0.0757390000	0.0471640000	0.0479610000	0.4795170000	0.0020860000	0	0	3.0456042290	4.0261387825	4.3769927025
144	5.7200000000	0.0052303863	0.0038182184	0.0055015511	0.0067244534	0.6052140000	0.0756910000	0.0470390000	0.0000000000	0.4803690000	0.0019980000	0	0	3.0393848419	4.0278863907	4.3848695755
145	5.7600000000	0.0052119293	0.0038278302	0.0055015511	0.0067244855	1.1663610000	0.0758310000	0.0476620000	0.0479440000	0.4799700000	0.5148300000	0	0	3.0338294506	4.0269498825	4.3916187286
146	5.8000000000	0.0052597173	0.0038376376	0.0055015511	0.0067157619	0.6063800000	0.0754370000	0.0495840000	0.0000010000	0.4791920000	0.0020480000	0	0	3.0279932022	4.0271134377	4.4010844231
147	5.8400000000	0.0052874377	0.0038475002	0.0055015511	0.0066992929	0.6520560000	0.0763150000	0.0472980000	0.0482350000	0.4780120000	0.0020670000	0	0	3.0178065300	4.0263466835	4.4220204353
148	5.8800000000	0.0053258152	0.0038574888	0.0055015511	0.0066787193	0.6081970000	0.0756740000	0.0504630000	0.0000000000	0.4798740000	0.0020640000	0	0	3.0163846016	4.0262718201	4.4253993034
149	5.9200000000	0.0052909576	0.0038671094	0.0055015511	0.0066620914	1.1687810000	0.0754310000	0.0475530000	0.0487970000	0.4805270000	0.5163510000	0	0	3.0120275021	4.0269570351	4.4364581108
150	5.9600000000	0.0053383503	0.0038769177	0.0055015511	0.0066437112	0.6074550000	0.0762930000	0.0485750000	0.0000000000	0.4803330000	0.0021200000	0	0	3.0084500313	4.0267443657	4.4451808929
151	6.0000000000	0.0053814831	0.0038868817	0.0055015511	0.0066250893	0.6515020000	0.0757410000	0.0473740000	0.0483920000	0.4778540000	0.0020200000	0	0	3.0051531792	4.0272583961	4.4549136162
152	6.0400000000	0.0053532743	0.0038965290	0.0055015511	0.0066116028	0.6031680000	0.0755970000	0.0474640000	0.0000010000	0.4779460000	0.0020180000	0	0	3.0020453930	4.0285611153	4.4656977654
153	6.0800000000	0.0054403264	0.0039066192	0.0055015511	0.0066008704	1.1601000000	0.0753240000	0.0454510000	0.0484520000	0.4777220000	0.5130280000	0	0	2.9984090328	4.0276021957	4.4742846489
154	6.1200000000	0.0054078642	0.0039163675	0.0055015511	0.0066196708	0.5979960000	0.0756980000	0.0411740000	0.0000010000	0.4789920000	0.0020040000	0	0	2.9939262867	4.0269155502	4.4866042137
155	6.1600000000	0.0053848973	0.0039258419	0.0055015511	0.0066830313	0.6518670000	0.0755900000	0.0492460000	0.0485290000	0.4763690000	0.0020070000	0	0	2.9922735691	4.0259833336	4.4942073822
156	6.2000000000	0.0054017566	0.0039353029	0.0055015511	0.0067947622	0.6104770000	0.0750040000	0.0557950000	0.0000000000	0.4775900000	0.0019630000	0	0	2.9875745773	4.0271224976	4.5091648102
157	6.2400000000	0.0054253852	0.0039447939	0.0055015511	0.0068856022	1.1598920000	0.0754960000	0.0474880000	0.0489260000	0.4753760000	0.5124680000	0	0	2.9853200912	4.0277442932	4.5200910568
158	6.2800000000	0.0054243957	0.0039541585	0.0055015511	0.0069624420	0.5974110000	0.0762680000	0.0415210000	0.0000000000	0.4773830000	0.0021040000	0	0	2.9823272228	4.0280370712	4.5365991592
159	6.3200000000	0.0054579903	0.0039636165	0.0055015511	0.0069929617	0.6477380000	0.0752900000	0.0472840000	0.0487190000	0.4742770000	0.0020400000	0	0	2.9817621708	4.0274462700	4.5443158150
160	6.3600000000	0.0054670470	0.0039730130	0.0055015511	0.0070307222	0.6007050000	0.0753780000	0.0473990000	0.0000000000	0.4757040000	0.0020980000	0	0	2.9806263447	4.0288314819	4.5597958565
161	6.4000000000	0.0055451156	0.0039827776	0.0055451156	0.0070159780	1.1534700000	0.0753370000	0.0471310000	0.0486890000	0.4728020000	0.5093730000	0	0	2.9807460308	4.0293331146	4.5706205368
162	6.4400000000	0.0056404737	0.0039930103	0.0056404737	0.0069964120	0.6000360000	0.0758610000	0.0473790000	0.0000010000	0.4746550000	0.0019970000	0	0	2.9806492329	4.0276541710	4.5817890167
163	6.4800000000	0.0055858828	0.0040027825	0.0056404737	0.0069796402	0.6388540000	0.0754320000	0.0393980000	0.0486360000	0.4731530000	0.0021050000	0	0	2.9796733856	4.0289230347	4.5947990417
164	6.5200000000	0.0055936826	0.0040124831	0.0056404737	0.0069631844	0.6059860000	0.0756940000	0.0548820000	0.0000000000	0.4732680000	0.0020090000	0	0	2.9795687199	4.0302939415	4.6066241264
165	6.5600000000	0.0056372429	0.0040223301	0.0056404737	0.0069536654	1.1533930000	0.0753100000	0.0490270000	0.0496450000	0.4713820000	0.5078880000	0	0	2.9785389900	4.0315456390	4.6246185303
166	6.6000000000	0.0056491503	0.0040321303	0.0056491503	0.0069707539	0.5974630000	0.0759480000	0.0470660000	0.0000000000	0.4723240000	0.0019880000	0	0	2.9793138504	4.0322647095	4.6359190941
167	6.6400000000	0.0056326739	0.0040417144	0.0056491503	0.0069781366	0.6444090000	0.0753030000	0.0469880000	0.0484140000	0.4715170000	0.0020530000	0	0	2.9803650379	4.0341715813	4.6462898254
168	6.6800000000	0.0056979922	0.0040515731	0.0056979922	0.0069804127	0.5960850000	0.0756290000	0.0470400000	0.0000000000	0.4712330000	0.0020480000	0	0	2.9808826447	4.0344500542	4.6587238312
169	6.7200000000	0.0057120374	0.0040613984	0.0057120374	0.0069669182	1.1531210000	0.0754520000	0.0479670000	0.0497060000	0.4716250000	0.5082370000	0	0	2.9809489250	4.0322737694	4.6731190681
170	6.7600000000	0.0057127099	0.0040711120	0.0057127099	0.0069590142	0.5959990000	0.0760670000	0.0470660000	0.0000000000	0.4707510000	0.0019800000	0	0	2.9790518284	4.0343317986	4.6902108192
171	6.8000000000	0.0057170046	0.0040807371	0.0057170046	0.0069521951	0.6448880000	0.0751760000	0.0473060000	0.0482780000	0.4717650000	0.0022050000	0	0	2.9801149368	4.0371308327	4.6994032860
172	6.8400000000	0.0057815122	0.0040906253	0.0057815122	0.0069339520	0.5955440000	0.0752870000	0.0476520000	0.0000000000	0.4703590000	0.0021090000	0	0	2.9806330204	4.0384221077	4.7124533653
173	6.8800000000	0.0057613156	0.0041002825	0.0057815122	0.0069147648	1.1564400000	0.0755520000	0.0570850000	0.0490860000	0.4696410000	0.5049340000	0	0	2.9802680016	4.0400028229	4.7263722420
174	6.9200000000	0.0058372878	0.0041102653	0.0058372878	0.0068953607	0.5973890000	0.0762490000	0.0471700000	0.0000000000	0.4717070000	0.0021310000	0	0	2.9792184830	4.0418081284	4.7390394211
175	6.9600000000	0.0058148773	0.0041200059	0.0058372878	0.0068755851	0.6425340000	0.0751570000	0.0476920000	0.0483880000	0.4691050000	0.0020440000	0	0	2.9796950817	4.0427293777	4.7508597374
176	7.0000000000	0.0058151642	0.0041296375	0.0058372878	0.0068598458	0.5925720000	0.0750600000	0.0474730000	0.0000000000	0.4678970000	0.0020040000	0	0	2.9784328938	4.0430684090	4.7653713226
177	7.0400000000	0.0058493884	0.0041393536	0.0058493884	0.0068703942	1.1415820000	0.0753420000	0.0471090000	0.0490660000	0.4672470000	0.5026690000	0	0	2.9794783592	4.0406761169	4.7724809647
178	7.0800000000	0.0058938609	0.0041492104	0.0058938609	0.0068562135	0.5918400000	0.0759070000	0.0474010000	0.0000010000	0.4663770000	0.0020170000	0	0	2.9807314873	4.0402455330	4.7797713280
179	7.1200000000	0.0057937284	0.0041583976	0.0058938609	0.0068422126	0.6395470000	0.0751330000	0.0472710000	0.0482830000	0.4666600000	0.0020600000	0	0	2.9809319973	4.0426254272	4.7934212685
180	7.1600000000	0.0058475710	0.0041677819	0.0058938609	0.0068239168	0.5911360000	0.0751960000	0.0475840000	0.0000010000	0.4661800000	0.0020340000	0	0	2.9817256927	4.0451145172	4.8064718246
181	7.2000000000	0.0058467402	0.0041770579	0.0058938609	0.0068091818	1.1302260000	0.0752300000	0.0394760000	0.0484420000	0.4663160000	0.5006200000	0	0	2.9838731289	4.0457701683	4.8172841072
182	7.2400000000	0.0058718156	0.0041863698	0.0058938609	0.0067923258	0.5839110000	0.0757740000	0.0392590000	0.0000000000	0.4667220000	0.0020180000	0	0	2.9835515022	4.0460495949	4.8312544823
183	7.2800000000	0.0058787907	0.0041956180	0.0058938609	0.0067772110	0.6408750000	0.0753650000	0.0494380000	0.0482190000	0.4656870000	0.0020180000	0	0	2.9818632603	4.0466232300	4.8474369049
184	7.3200000000	0.0058910772	0.0042048324	0.0058938609	0.0067592835	0.5937360000	0.0752200000	0.0495950000	0.0000000000	0.4666830000	0.0020870000	0	0	2.9840569496	4.0462040901	4.8580355644
185	7.3600000000	0.0058561838	0.0042137587	0.0058938609	0.0067436306	1.1365720000	0.0753940000	0.0475400000	0.0485620000	0.4658320000	0.4990860000	0	0	2.9855935574	4.0464515686	4.8734321594
186	7.4000000000	0.0058046882	0.0042223121	0.0058938609	0.0067312196	0.5927510000	0.0757240000	0.0492390000	0.0000010000	0.4657090000	0.0019340000	0	0	2.9854605198	4.0460834503	4.8915376663
187	7.4400000000	0.0057758940	0.0042306200	0.0058938609	0.0067248077	0.6487550000	0.0754880000	0.0573070000	0.0481400000	0.4652360000	0.0023810000	0	0	2.9885911942	4.0460863113	4.8999261856
188	7.4800000000	0.0057976991	0.0042389555	0.0058938609	0.0067332658	0.5945560000	0.0769310000	0.0471310000	0.0000010000	0.4682630000	0.0020860000	0	0	2.9909634590	4.0496478081	4.9153881073
189	7.5200000000	0.0057881367	0.0042471522	0.0058938609	0.0067171383	1.1300500000	0.0756910000	0.0397420000	0.0482270000	0.4670420000	0.4991920000	0	0	2.9931201935	4.0523738861	4.9329953194
190	7.5600000000	0.0058489027	0.0042555825	0.0058938609	0.0067071006	0.5916680000	0.0757950000	0.0475820000	0.0000000000	0.4661560000	0.0019870000	0	0	2.9953892231	4.0513386726	4.9477715492
191	7.6000000000	0.0058529708	0.0042639458	0.0058938609	0.0066954203	0.6393050000	0.0758700000	0.0471190000	0.0482950000	0.4658340000	0.0020370000	0	0	2.9966988564	4.0535979271	4.9640827179
192	7.6400000000	0.0059405942	0.0042726783	0.0059405942	0.0066882341	0.5916680000	0.0756570000	0.0468830000	0.0000010000	0.4668660000	0.0021110000	0	0	3.0003650188	4.0597529411	4.9791641235
193	7.6800000000	0.0060042208	0.0042816501	0.0060042208	0.0066895925	1.1452530000	0.0753730000	0.0540980000	0.0484360000	0.4667600000	0.5004360000	0	0	3.0003859997	4.0602555275	4.9974579811
194	7.7200000000	0.0061026351	0.0042910366	0.0061026351	0.0066869498	0.5943930000	0.0755090000	0.0476890000	0.0000000000	0.4690720000	0.0019720000	0	0	3.0001204014	4.0562448502	5.0137495995
195	7.7600000000	0.0060891667	0.0043002578	0.0061026351	0.0066901345	0.6336270000	0.0762500000	0.0389330000	0.0485770000	0.4677160000	0.0020020000	0	0	3.0013499260	4.0558104515	5.0267858505
196	7.8000000000	0.0060746432	0.0043093107	0.0061026351	0.0067269678	0.5934550000	0.0761520000	0.0464950000	0.0000000000	0.4686190000	0.0020360000	0	0	3.0032200813	4.0594630241	5.0435671806
197	7.8400000000	0.0061573023	0.0043186914	0.0061573023	0.0067525767	1.1399950000	0.0757360000	0.0466180000	0.0486150000	0.4681470000	0.5007260000	0	0	3.0050678253	4.0629320145	5.0556378365
198	7.8800000000	0.0060380050	0.0043273748	0.0061573023	0.0067704341	0.5913270000	0.0753620000	0.0444780000	0.0000000000	0.4693680000	0.0019610000	0	0	3.0061933994	4.0666270256	5.0721654892
199	7.9200000000	0.0060632247	0.0043360977	0.0061573023	0.0067636644	0.6419630000	0.0764170000	0.0462240000	0.0488040000	0.4683640000	0.0019970000	0	0	3.0082638264	4.0675625801	5.0879802704
200	7.9600000000	0.0062610083	0.0043457222	0.0062610083	0.0067543122	0.5936300000	0.0758170000	0.0466160000	0.0000000000	0.4690770000	0.0019660000	0	0	3.0084490776	4.0661687851	5.1020402908
201	8.0000000000	0.0061986842	0.0043549409	0.0062610083	0.0067696640	1.1440690000	0.0758690000	0.0462570000	0.0490490000	0.4699900000	0.5027530000	0	0	3.0090851784	4.0665450096	5.1207580566
202	8.0400000000	0.0061783455	0.0043639677	0.0062610083	0.0067867902	0.5976930000	0.0758420000	0.0484760000	0.0000010000	0.4711800000	0.0020390000	0	0	3.0118985176	4.0674633980	5.1310186386
203	8.0800000000	0.0062717712	0.0043733657	0.0062717712	0.0067962678	0.6437720000	0.0768470000	0.0464310000	0.0487570000	0.4694850000	0.0020870000	0	0	3.0141985416	4.0692620277	5.1484475136
204	8.1200000000	0.0061448915	0.0043820497	0.0062717712	0.0067884677	0.5941210000	0.0759020000	0.0464080000	0.0000000000	0.4697220000	0.0019330000	0	0	3.0160853863	4.0686817169	5.1607265472
205	8.1600000000	0.0062117437	0.0043909750	0.0062717712	0.0067805879	1.1461120000	0.0758140000	0.0465210000	0.0490780000	0.4707980000	0.5037380000	0	0	3.0190021992	4.0676693916	5.1724872589
206	8.1999999990	0.0062133577	0.0043998216	0.0062717712	0.0067713541	0.6027740000	0.0760320000	0.0543020000	0.0000000000	0.4703480000	0.0019370000	0	0	3.0223686695	4.0677299500	5.1860399246
207	8.2400000000	0.0062038908	0.0044085369	0.0062717712	0.0067640635	0.6445230000	0.0765460000	0.0465560000	0.0492210000	0.4700730000	0.0019730000	0	0	3.0268919468	4.0706119537	5.1996178627
208	8.2799999990	0.0061709578	0.0044170100	0.0062717712	0.0067513663	0.6018480000	0.0761970000	0.0540550000	0.0000000000	0.4694400000	0.0019920000	0	0	3.0311090946	4.0727357864	5.2122311592
209	8.3200000000	0.0062781195	0.0044259149	0.0062781195	0.0067487398	1.1381720000	0.0762260000	0.0385270000	0.0489090000	0.4708840000	0.5034650000	0	0	3.0356693268	4.0745925903	5.2253561020
210	8.3599999990	0.0062834104	0.0044347601	0.0062834104	0.0067726303	0.5975520000	0.0762910000	0.0479720000	0.0000000000	0.4711220000	0.0020060000	0	0	3.0413033962	4.0754232407	5.2363662720
211	8.4000000000	0.0063373982	0.0044437773	0.0063373982	0.0067924249	0.6461320000	0.0774060000	0.0463900000	0.0490120000	0.4711320000	0.0020140000	0	0	3.0463533401	4.0736045837	5.2501225471
212	8.4399999990	0.0063816868	0.0044529184	0.0063816868	0.0067785518	0.5901310000	0.0767660000	0.0402160000	0.0000000000	0.4709640000	0.0020080000	0	0	3.0536408424	4.0765614510	5.2617449760
213	8.4800000000	0.0064191553	0.0044621496	0.0064191553	0.0067801348	1.1503700000	0.0768580000	0.0476180000	0.0488340000	0.4725080000	0.5043830000	0	0	3.0600745678	4.0804648399	5.2762432098
214	8.5200000000	0.0064530550	0.0044714529	0.0064530550	0.0068429664	0.5993720000	0.0766090000	0.0456030000	0.0000000000	0.4749100000	0.0020860000	0	0	3.0671315193	4.0807375908	5.2883849144
215	8.5600000000	0.0064731357	0.0044807630	0.0064731357	0.0068524024	0.6494930000	0.0770760000	0.0456760000	0.0489070000	0.4756510000	0.0020180000	0	0	3.0750112534	4.0800528526	5.2988901138
216	8.6000000000	0.0065567396	0.0044903740	0.0065567396	0.0068376201	0.5983630000	0.0765160000	0.0455630000	0.0000000000	0.4740980000	0.0020260000	0	0	3.0843217373	4.0845680237	5.3104977608
217	8.6400000000	0.0066856914	0.0045004907	0.0066856914	0.0068615216	1.1514370000	0.0766230000	0.0459380000	0.0491590000	0.4750030000	0.5045550000	0	0	3.0933165550	4.0876088142	5.3273582458
218	8.6800000000	0.0065396228	0.0045098445	0.0066856914	0.0069121551	0.5997350000	0.0766870000	0.0455520000	0.0000010000	0.4753570000	0.0019800000	0	0	3.1017422676	4.0873403549	5.3364295959
219	8.7200000000	0.0066964929	0.0045198292	0.0066964929	0.0069122229	0.6478900000	0.0773200000	0.0458320000	0.0485480000	0.4739860000	0.0020330000	0	0	3.1119105816	4.0902094841	5.3467597961
220	8.7600000000	0.0068431790	0.0045303899	0.0068431790	0.0069154588	0.6014440000	0.0767970000	0.0474850000	0.0000000000	0.4750530000	0.0019470000	0	0	3.1224982738	4.0952267647	5.3585247993
221	8.8000000000	0.0067451247	0.0045404113	0.0068431790	0.0069528997	1.1526130000	0.0773180000	0.0457930000	0.0483470000	0.4745440000	0.5064410000	0	0	3.1321575642	4.0963530540	5.3703017235
222	8.8400000000	0.0069276472	0.0045511646	0.0069276472	0.0069614238	0.6552720000	0.0828240000	0.0413830000	0.0000010000	0.5287870000	0.0021020000	0	0	3.1414620876	4.0982007980	5.3848562241
223	8.8800000000	0.0069411499	0.0045618820	0.0069411499	0.0069622079	0.6828700000	0.0815310000	0.0458760000	0.0535870000	0.4995230000	0.0021790000	0	0	3.1521151066	4.1013650894	5.3942303658
224	8.9200000000	0.0069078892	0.0045723553	0.0069411499	0.0069681349	0.6289370000	0.0797790000	0.0459370000	0.0000010000	0.5008850000	0.0021550000	0	0	3.1628322601	4.1044430733	5.4048418999
225	8.9600000000	0.0069334880	0.0045828492	0.0069411499	0.0069654794	1.1797160000	0.0843960000	0.0589350000	0.0512380000	0.4768410000	0.5081340000	0	0	3.1733043194	4.1071119308	5.4128870964
226	9.0000000000	0.0072617098	0.0045947026	0.0072617098	0.0069518851	0.6017790000	0.0779430000	0.0460390000	0.0000010000	0.4756200000	0.0020090000	0	0	3.1837577820	4.1113362312	5.4245338440
227	9.0400000000	0.0070939055	0.0046057123	0.0072617098	0.0069380866	0.6787110000	0.1087820000	0.0420260000	0.0497000000	0.4758590000	0.0021710000	0	0	3.1957333088	4.1171150208	5.4329285622
228	9.0800000000	0.0072634732	0.0046173691	0.0072634732	0.0069493200	0.6039640000	0.0788100000	0.0470620000	0.0000010000	0.4757630000	0.0021380000	0	0	3.2072908878	4.1231794357	5.4464344978
229	9.1200000000	0.0072194398	0.0046287319	0.0072634732	0.0070086449	1.1582040000	0.0797680000	0.0463770000	0.0477080000	0.4737390000	0.5104250000	0	0	3.2178654671	4.1272563934	5.4538664818
230	9.1600000000	0.0072506536	0.0046401315	0.0072634732	0.0071099848	0.6361340000	0.0877080000	0.0510670000	0.0000010000	0.4944530000	0.0026770000	0	0	3.2287573814	4.1313409805	5.4607300758
231	9.2000000000	0.0071157701	0.0046508486	0.0072634732	0.0073229301	0.6566450000	0.0812910000	0.0399470000	0.0484250000	0.4845650000	0.0022420000	0	0	3.2380080223	4.1321730614	5.4681630135
232	9.2400000000	0.0072320555	0.0046619745	0.0072634732	0.0074876081	0.6354650000	0.0820710000	0.0505740000	0.0000000000	0.5004820000	0.0021660000	0	0	3.2475297451	4.1352376938	5.4765243530
233	9.2800000000	0.0071868454	0.0046728108	0.0072634732	0.0076314234	1.1210100000	0.0789800000	0.0396850000	0.0474010000	0.4683580000	0.4864150000	0	0	3.2571361065	4.1380004883	5.4838261604
234	9.3200000000	0.0072243507	0.0046837149	0.0072634732	0.0077352813	0.5999030000	0.0804790000	0.0476100000	0.0000000000	0.4694000000	0.0022350000	0	0	3.2670898438	4.1417474747	5.4907226562
235	9.3600000000	0.0071833511	0.0046943516	0.0072634732	0.0078123963	0.6420980000	0.0792690000	0.0479830000	0.0469960000	0.4654480000	0.0022290000	0	0	3.2771916389	4.1449508667	5.4980082512
236	9.4000000000	0.0073455707	0.0047055856	0.0073455707	0.0078735251	0.5974520000	0.0803350000	0.0509740000	0.0000000000	0.4637930000	0.0021480000	0	0	3.2866625786	4.1479277611	5.5063867569
237	9.4400000000	0.0072606211	0.0047163663	0.0073455707	0.0079018667	1.1405240000	0.0810250000	0.0402050000	0.0471100000	0.4925370000	0.4794620000	0	0	3.2966377735	4.1519007683	5.5128464699
238	9.4800000000	0.0074522495	0.0047278616	0.0074522495	0.0079238226	0.5953280000	0.0814890000	0.0492070000	0.0000000000	0.4623080000	0.0021500000	0	0	3.3075277805	4.1581296921	5.5206341743
239	9.5200000000	0.0073819705	0.0047389667	0.0074522495	0.0079676028	0.6384230000	0.0808400000	0.0497190000	0.0465940000	0.4588550000	0.0022390000	0	0	3.3182523251	4.1632189751	5.5281701088
240	9.5600000000	0.0074214106	0.0047501435	0.0074522495	0.0080216180	0.5850600000	0.0808570000	0.0421220000	0.0000010000	0.4596590000	0.0022420000	0	0	3.3284628391	4.1680369377	5.5367369652
241	9.6000000000	0.0073843924	0.0047610740	0.0074522495	0.0080763586	1.1064440000	0.0814840000	0.0527700000	0.0461820000	0.4560050000	0.4697950000	0	0	3.3377621174	4.1687760353	5.5454578400
242	9.6400000000	0.0072675091	0.0047714312	0.0074522495	0.0080971395	0.5989030000	0.0816610000	0.0534880000	0.0000000000	0.4611950000	0.0023810000	0	0	3.3475120068	4.1711721420	5.5540022850
243	9.6800000000	0.0072645382	0.0047816909	0.0074522495	0.0081114842	0.6495020000	0.0819580000	0.0612100000	0.0463380000	0.4573750000	0.0024430000	0	0	3.3584938049	4.1771435738	5.5617599487
244	9.7200000000	0.0072634993	0.0047918623	0.0074522495	0.0081583495	0.5962630000	0.0817070000	0.0546060000	0.0000000000	0.4573160000	0.0024580000	0	0	3.3697884083	4.1835832596	5.5698757172
245	9.7600000000	0.0071288454	0.0048014010	0.0074522495	0.0082216693	1.0970920000	0.0819120000	0.0549980000	0.0458220000	0.4530510000	0.4611280000	0	0	3.3800208569	4.1859502792	5.5777807236
246	9.8000000000	0.0071295248	0.0048108649	0.0074522495	0.0082414124	0.5814720000	0.0815030000	0.0460740000	0.0000000000	0.4513160000	0.0023960000	0	0	3.3903644085	4.1888170242	5.5867514610
247	9.8400000000	0.0072109434	0.0048205818	0.0074522495	0.0082465378	0.6267240000	0.0807340000	0.0528240000	0.0457650000	0.4448270000	0.0023650000	0	0	3.3998820782	4.1891589165	5.5967364311
248	9.8800000000	0.0071984339	0.0048301699	0.0074522495	0.0082317324	0.5830220000	0.0803240000	0.0555250000	0.0000010000	0.4446080000	0.0023840000	0	0	3.4092133045	4.1909103394	5.6052317619
249	9.9200000000	0.0071728956	0.0048395784	0.0074522495	0.0082163057	1.0776060000	0.0800830000	0.0529370000	0.0470620000	0.4441220000	0.4532180000	0	0	3.4192438126	4.1931743622	5.6128840446
250	9.9600000000	0.0071871225	0.0048489686	0.0074522495	0.0082001291	0.5797350000	0.0808920000	0.0533040000	0.0000000000	0.4427680000	0.0025850000	0	0	3.4289274216	4.1953811646	5.6218380928
251	10.0000000000	0.0072706095	0.0048586166	0.0074522495	0.0081839847	0.6486220000	0.0802690000	0.0552260000	0.0571880000	0.4532790000	0.0024740000	0	0	3.4390454292	4.1985454559	5.6306185722
