SLAMBench Report run started:	2020-02-23 09:07:44

Properties:
=================

frame-limit: 0
log-file: ./experiments/config-experiments/ICL2-KF-INT-00500.log
input: datasets/ICL_NUIM/living_room_traj2_loop.slam
load-slam-library: ./build/lib/libkfusion-cpp-library.dylib
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
load-filter-library: ./build/lib/libint-skip-flow-filter.dylib
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4
skip-threshold: 0.005

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	X	Y	Z
124	4.9200000000	0.0046380409	0.0036515872	0.0055015511	0.0062968016	0.6294390000	0.0764620000	0.0588960000	0.0000010000	0.4919360000	0.0020360000	0	0	3.1614503860	4.0186834335	4.2000870705
125	4.9600000000	0.0045913346	0.0036591051	0.0055015511	0.0062866661	1.1858470000	0.0757710000	0.0480650000	0.0471210000	0.4916130000	0.5231680000	0	0	3.1570639610	4.0184330940	4.2050824165
126	5.0000000000	0.0044073695	0.0036650437	0.0055015511	0.0062673660	0.6250190000	0.0759470000	0.0558230000	0.0000000000	0.4911240000	0.0020130000	0	0	3.1520702839	4.0195240974	4.2123732567
127	5.0400000000	0.0045736600	0.0036721982	0.0055015511	0.0062431283	0.6764820000	0.0764230000	0.0581330000	0.0470200000	0.4927510000	0.0020350000	0	0	3.1427550316	4.0205140114	4.2293567657
128	5.0800000000	0.0045452821	0.0036790192	0.0055015511	0.0062205761	0.6173000000	0.0759810000	0.0497530000	0.0000010000	0.4894830000	0.0019760000	0	0	3.1372530460	4.0203313828	4.2351417542
129	5.1200000000	0.0045614997	0.0036858601	0.0055015511	0.0061976467	1.1833010000	0.0761050000	0.0499250000	0.0478380000	0.4884830000	0.5208050000	0	0	3.1333074570	4.0207028389	4.2418150902
130	5.1600000000	0.0044154618	0.0036914724	0.0055015511	0.0061928248	0.6142030000	0.0757950000	0.0479310000	0.0000010000	0.4883870000	0.0019750000	0	0	3.1245503426	4.0204782486	4.2598104477
131	5.2000000000	0.0045687803	0.0036981694	0.0055015511	0.0062237654	0.6611110000	0.0757660000	0.0495210000	0.0469770000	0.4866980000	0.0020280000	0	0	3.1211049557	4.0210752487	4.2639212608
132	5.2400000000	0.0045208689	0.0037044020	0.0055015511	0.0062357850	0.6164580000	0.0765200000	0.0496270000	0.0000010000	0.4882110000	0.0019800000	0	0	3.1206190586	4.0208129883	4.2616024017
133	5.2800000000	0.0044301837	0.0037098590	0.0055015511	0.0062356291	1.1756700000	0.0759670000	0.0496230000	0.0469940000	0.4848580000	0.5181140000	0	0	3.1102237701	4.0209903717	4.2807135582
134	5.3200000000	0.0049340990	0.0037189951	0.0055015511	0.0062678271	0.6063490000	0.0762070000	0.0417240000	0.0000000000	0.4862730000	0.0020320000	0	0	3.1016879082	4.0238051414	4.2973456383
135	5.3600000000	0.0051022214	0.0037292412	0.0055015511	0.0062886817	0.6593840000	0.0756890000	0.0471090000	0.0474810000	0.4869220000	0.0020600000	0	0	3.0985486507	4.0243096352	4.3013424873
136	5.4000000000	0.0052532940	0.0037404475	0.0055015511	0.0063254195	0.6101810000	0.0758900000	0.0475830000	0.0000000000	0.4846010000	0.0019920000	0	0	3.0917990208	4.0244421959	4.3133816719
137	5.4400000000	0.0051915315	0.0037510394	0.0055015511	0.0063784850	1.1735700000	0.0772640000	0.0496750000	0.0469600000	0.4819620000	0.5175710000	0	0	3.0864050388	4.0248098373	4.3226256371
138	5.4800000000	0.0051984102	0.0037615276	0.0055015511	0.0064211496	0.6079010000	0.0757040000	0.0476090000	0.0000000000	0.4825020000	0.0019690000	0	0	3.0808227062	4.0239696503	4.3273200989
139	5.5200000000	0.0050529870	0.0037708186	0.0055015511	0.0064635456	0.6535060000	0.0756300000	0.0473950000	0.0476110000	0.4807930000	0.0019540000	0	0	3.0747067928	4.0218219757	4.3325204849
140	5.5600000000	0.0050764335	0.0037801445	0.0055015511	0.0065357045	0.6066070000	0.0757160000	0.0471270000	0.0000010000	0.4816540000	0.0019950000	0	0	3.0654485226	4.0225520134	4.3467998505
141	5.6000000000	0.0050843447	0.0037893941	0.0055015511	0.0065695252	1.1699180000	0.0755040000	0.0472070000	0.0481100000	0.4798770000	0.5190980000	0	0	3.0600781441	4.0237693787	4.3522653580
142	5.6400000000	0.0051300060	0.0037988350	0.0055015511	0.0066040550	0.5999200000	0.0753540000	0.0417800000	0.0000000000	0.4806100000	0.0020350000	0	0	3.0508432388	4.0238862038	4.3669824600
143	5.6800000000	0.0051584858	0.0038083431	0.0055015511	0.0066805716	0.6505920000	0.0756670000	0.0469990000	0.0479420000	0.4778890000	0.0019740000	0	0	3.0456042290	4.0261387825	4.3769927025
144	5.7200000000	0.0052303863	0.0038182184	0.0055015511	0.0067244534	0.6046820000	0.0757470000	0.0474530000	0.0000010000	0.4793730000	0.0019900000	0	0	3.0393848419	4.0278863907	4.3848695755
145	5.7600000000	0.0052119293	0.0038278302	0.0055015511	0.0067244855	1.1628690000	0.0755440000	0.0473510000	0.0480210000	0.4773720000	0.5144600000	0	0	3.0338294506	4.0269498825	4.3916187286
146	5.8000000000	0.0052597173	0.0038376376	0.0055015511	0.0067157619	0.6062850000	0.0757180000	0.0494920000	0.0000000000	0.4789550000	0.0020030000	0	0	3.0279932022	4.0271134377	4.4010844231
147	5.8400000000	0.0052874377	0.0038475002	0.0055015511	0.0066992929	0.6535230000	0.0766440000	0.0484940000	0.0493200000	0.4769410000	0.0020070000	0	0	3.0178065300	4.0263466835	4.4220204353
148	5.8800000000	0.0053258152	0.0038574888	0.0055015511	0.0066787193	0.6088590000	0.0754600000	0.0492220000	0.0000000000	0.4815860000	0.0024590000	0	0	3.0163846016	4.0262718201	4.4253993034
149	5.9200000000	0.0052909576	0.0038671094	0.0055015511	0.0066620914	1.1769710000	0.0752290000	0.0474030000	0.0481480000	0.4773500000	0.5286960000	0	0	3.0120275021	4.0269570351	4.4364581108
150	5.9600000000	0.0053383503	0.0038769177	0.0055015511	0.0066437112	0.6646290000	0.0995380000	0.0609260000	0.0000010000	0.5010840000	0.0028950000	0	0	3.0084500313	4.0267443657	4.4451808929
151	6.0000000000	0.0053814831	0.0038868817	0.0055015511	0.0066250893	0.6709660000	0.0833140000	0.0474880000	0.0499760000	0.4878060000	0.0022520000	0	0	3.0051531792	4.0272583961	4.4549136162
152	6.0400000000	0.0053532743	0.0038965290	0.0055015511	0.0066116028	0.6260750000	0.0771720000	0.0474590000	0.0000000000	0.4985940000	0.0027180000	0	0	3.0020453930	4.0285611153	4.4656977654
153	6.0800000000	0.0054403264	0.0039066192	0.0055015511	0.0066008704	1.1805880000	0.0899920000	0.0465010000	0.0485130000	0.4775240000	0.5179230000	0	0	2.9984090328	4.0276021957	4.4742846489
154	6.1200000000	0.0054078642	0.0039163675	0.0055015511	0.0066196708	0.5999290000	0.0756010000	0.0415840000	0.0000000000	0.4804130000	0.0022080000	0	0	2.9939262867	4.0269155502	4.4866042137
155	6.1600000000	0.0053848973	0.0039258419	0.0055015511	0.0066830313	0.6949170000	0.1083800000	0.0572720000	0.0496370000	0.4773180000	0.0021750000	0	0	2.9922735691	4.0259833336	4.4942073822
156	6.2000000000	0.0054017566	0.0039353029	0.0055015511	0.0067947622	0.6115910000	0.0755140000	0.0555710000	0.0000000000	0.4783220000	0.0020550000	0	0	2.9875745773	4.0271224976	4.5091648102
157	6.2400000000	0.0054253852	0.0039447939	0.0055015511	0.0068856022	1.2252850000	0.0791790000	0.0482520000	0.0490290000	0.4966870000	0.5520040000	0	0	2.9853200912	4.0277442932	4.5200910568
158	6.2800000000	0.0054243957	0.0039541585	0.0055015511	0.0069624420	0.6135690000	0.0802950000	0.0415540000	0.0000010000	0.4892690000	0.0023170000	0	0	2.9823272228	4.0280370712	4.5365991592
159	6.3200000000	0.0054579903	0.0039636165	0.0055015511	0.0069929617	0.6805440000	0.0781170000	0.0500230000	0.0502470000	0.4999360000	0.0020890000	0	0	2.9817621708	4.0274462700	4.5443158150
160	6.3600000000	0.0054670470	0.0039730130	0.0055015511	0.0070307222	0.6020010000	0.0754970000	0.0472400000	0.0000000000	0.4770450000	0.0020870000	0	0	2.9806263447	4.0288314819	4.5597958565
161	6.4000000000	0.0055451156	0.0039827776	0.0055451156	0.0070159780	1.1570510000	0.0759700000	0.0473120000	0.0489810000	0.4728280000	0.5118300000	0	0	2.9807460308	4.0293331146	4.5706205368
162	6.4400000000	0.0056404737	0.0039930103	0.0056404737	0.0069964120	0.5976680000	0.0755110000	0.0474580000	0.0000000000	0.4725550000	0.0020150000	0	0	2.9806492329	4.0276541710	4.5817890167
163	6.4800000000	0.0055858828	0.0040027825	0.0056404737	0.0069796402	0.6576250000	0.0780320000	0.0389760000	0.0488730000	0.4894310000	0.0021770000	0	0	2.9796733856	4.0289230347	4.5947990417
164	6.5200000000	0.0055936826	0.0040124831	0.0056404737	0.0069631844	0.6314900000	0.0758350000	0.0556570000	0.0000000000	0.4976590000	0.0022020000	0	0	2.9795687199	4.0302939415	4.6066241264
165	6.5600000000	0.0056372429	0.0040223301	0.0056404737	0.0069536654	1.1546760000	0.0771300000	0.0490230000	0.0490270000	0.4707700000	0.5085770000	0	0	2.9785389900	4.0315456390	4.6246185303
166	6.6000000000	0.0056491503	0.0040321303	0.0056491503	0.0069707539	0.5959280000	0.0757680000	0.0472370000	0.0000010000	0.4708550000	0.0019350000	0	0	2.9793138504	4.0322647095	4.6359190941
167	6.6400000000	0.0056326739	0.0040417144	0.0056491503	0.0069781366	0.6435750000	0.0755400000	0.0475150000	0.0489430000	0.4694030000	0.0020270000	0	0	2.9803650379	4.0341715813	4.6462898254
168	6.6800000000	0.0056979922	0.0040515731	0.0056979922	0.0069804127	0.5946480000	0.0752670000	0.0471620000	0.0000010000	0.4701300000	0.0019550000	0	0	2.9808826447	4.0344500542	4.6587238312
169	6.7200000000	0.0057120374	0.0040613984	0.0057120374	0.0069669182	1.1498210000	0.0751180000	0.0474410000	0.0484420000	0.4708680000	0.5078080000	0	0	2.9809489250	4.0322737694	4.6731190681
170	6.7600000000	0.0057127099	0.0040711120	0.0057127099	0.0069590142	0.6086440000	0.0756450000	0.0478370000	0.0000010000	0.4825850000	0.0024340000	0	0	2.9790518284	4.0343317986	4.6902108192
171	6.8000000000	0.0057170046	0.0040807371	0.0057170046	0.0069521951	0.6461090000	0.0759450000	0.0475580000	0.0483250000	0.4721500000	0.0019940000	0	0	2.9801149368	4.0371308327	4.6994032860
172	6.8400000000	0.0057815122	0.0040906253	0.0057815122	0.0069339520	0.5968940000	0.0749320000	0.0474630000	0.0000000000	0.4723740000	0.0019810000	0	0	2.9806330204	4.0384221077	4.7124533653
173	6.8800000000	0.0057613156	0.0041002825	0.0057815122	0.0069147648	1.1650010000	0.0753040000	0.0589630000	0.0490850000	0.4743170000	0.5071870000	0	0	2.9802680016	4.0400028229	4.7263722420
174	6.9200000000	0.0058372878	0.0041102653	0.0058372878	0.0068953607	0.5946320000	0.0754860000	0.0473100000	0.0000010000	0.4697700000	0.0019330000	0	0	2.9792184830	4.0418081284	4.7390394211
175	6.9600000000	0.0058148773	0.0041200059	0.0058372878	0.0068755851	0.6433370000	0.0757190000	0.0476790000	0.0485270000	0.4693510000	0.0019250000	0	0	2.9796950817	4.0427293777	4.7508597374
176	7.0000000000	0.0058151642	0.0041296375	0.0058372878	0.0068598458	0.5944050000	0.0753480000	0.0476740000	0.0000000000	0.4692650000	0.0019790000	0	0	2.9784328938	4.0430684090	4.7653713226
177	7.0400000000	0.0058493884	0.0041393536	0.0058493884	0.0068703942	1.1451190000	0.0754570000	0.0477050000	0.0482630000	0.4679080000	0.5056430000	0	0	2.9794783592	4.0406761169	4.7724809647
178	7.0800000000	0.0058938609	0.0041492104	0.0058938609	0.0068562135	0.6022030000	0.0782510000	0.0479120000	0.0000000000	0.4721480000	0.0036280000	0	0	2.9807314873	4.0402455330	4.7797713280
179	7.1200000000	0.0057937284	0.0041583976	0.0058938609	0.0068422126	0.6687990000	0.1016420000	0.0465920000	0.0494860000	0.4687830000	0.0021560000	0	0	2.9809319973	4.0426254272	4.7934212685
180	7.1600000000	0.0058475710	0.0041677819	0.0058938609	0.0068239168	0.5966070000	0.0755590000	0.0475340000	0.0000000000	0.4712750000	0.0020930000	0	0	2.9817256927	4.0451145172	4.8064718246
181	7.2000000000	0.0058467402	0.0041770579	0.0058938609	0.0068091818	1.1313150000	0.0755600000	0.0394150000	0.0484630000	0.4675820000	0.5001500000	0	0	2.9838731289	4.0457701683	4.8172841072
182	7.2400000000	0.0058718156	0.0041863698	0.0058938609	0.0067923258	0.5824090000	0.0755570000	0.0391540000	0.0000000000	0.4655150000	0.0020400000	0	0	2.9835515022	4.0460495949	4.8312544823
183	7.2800000000	0.0058787907	0.0041956180	0.0058938609	0.0067772110	0.6443280000	0.0763840000	0.0497460000	0.0483160000	0.4675750000	0.0021540000	0	0	2.9818632603	4.0466232300	4.8474369049
184	7.3200000000	0.0058910772	0.0042048324	0.0058938609	0.0067592835	0.6045620000	0.0749550000	0.0492380000	0.0000010000	0.4781010000	0.0021260000	0	0	2.9840569496	4.0462040901	4.8580355644
185	7.3600000000	0.0058561838	0.0042137587	0.0058938609	0.0067436306	1.2778300000	0.0781380000	0.0489320000	0.0504610000	0.5083990000	0.5914970000	0	0	2.9855935574	4.0464515686	4.8734321594
186	7.4000000000	0.0058046882	0.0042223121	0.0058938609	0.0067312196	0.6107070000	0.0804900000	0.0508050000	0.0000010000	0.4771890000	0.0020830000	0	0	2.9854605198	4.0460834503	4.8915376663
187	7.4400000000	0.0057758940	0.0042306200	0.0058938609	0.0067248077	0.6611950000	0.0761120000	0.0570670000	0.0485720000	0.4769330000	0.0023660000	0	0	2.9885911942	4.0460863113	4.8999261856
188	7.4800000000	0.0057976991	0.0042389555	0.0058938609	0.0067332658	0.5976060000	0.0781790000	0.0491530000	0.0000010000	0.4681420000	0.0019680000	0	0	2.9909634590	4.0496478081	4.9153881073
189	7.5200000000	0.0057881367	0.0042471522	0.0058938609	0.0067171383	1.1628020000	0.0754900000	0.0392650000	0.0482660000	0.4814770000	0.5181490000	0	0	2.9931201935	4.0523738861	4.9329953194
190	7.5600000000	0.0058489027	0.0042555825	0.0058938609	0.0067071006	0.6143500000	0.0777160000	0.0471810000	0.0000000000	0.4868440000	0.0024560000	0	0	2.9953892231	4.0513386726	4.9477715492
191	7.6000000000	0.0058529708	0.0042639458	0.0058938609	0.0066954203	0.6789350000	0.0762650000	0.0497100000	0.0607320000	0.4898620000	0.0021760000	0	0	2.9966988564	4.0535979271	4.9640827179
192	7.6400000000	0.0059405942	0.0042726783	0.0059405942	0.0066882341	0.6205150000	0.0799070000	0.0490180000	0.0000000000	0.4892990000	0.0021140000	0	0	3.0003650188	4.0597529411	4.9791641235
193	7.6800000000	0.0060042208	0.0042816501	0.0060042208	0.0066895925	1.1815620000	0.0792070000	0.0564870000	0.0515980000	0.4851260000	0.5089970000	0	0	3.0003859997	4.0602555275	4.9974579811
194	7.7200000000	0.0061026351	0.0042910366	0.0061026351	0.0066869498	0.6048450000	0.0759440000	0.0474370000	0.0000000000	0.4791310000	0.0021750000	0	0	3.0001204014	4.0562448502	5.0137495995
195	7.7600000000	0.0060891667	0.0043002578	0.0061026351	0.0066901345	0.6439040000	0.0766410000	0.0389030000	0.0485170000	0.4776180000	0.0020770000	0	0	3.0013499260	4.0558104515	5.0267858505
196	7.8000000000	0.0060746432	0.0043093107	0.0061026351	0.0067269678	0.5991480000	0.0758340000	0.0471440000	0.0000000000	0.4740450000	0.0019770000	0	0	3.0032200813	4.0594630241	5.0435671806
197	7.8400000000	0.0061573023	0.0043186914	0.0061573023	0.0067525767	1.1602590000	0.0782270000	0.0478200000	0.0503250000	0.4822150000	0.5014890000	0	0	3.0050678253	4.0629320145	5.0556378365
198	7.8800000000	0.0060380050	0.0043273748	0.0061573023	0.0067704341	0.6039060000	0.0760870000	0.0451760000	0.0000010000	0.4805090000	0.0019840000	0	0	3.0061933994	4.0666270256	5.0721654892
199	7.9200000000	0.0060632247	0.0043360977	0.0061573023	0.0067636644	0.6517020000	0.0771500000	0.0476620000	0.0501200000	0.4745980000	0.0020150000	0	0	3.0082638264	4.0675625801	5.0879802704
200	7.9600000000	0.0062610083	0.0043457222	0.0062610083	0.0067543122	0.5936160000	0.0757740000	0.0464190000	0.0000000000	0.4693240000	0.0019520000	0	0	3.0084490776	4.0661687851	5.1020402908
201	8.0000000000	0.0061986842	0.0043549409	0.0062610083	0.0067696640	1.1479800000	0.0760190000	0.0465510000	0.0497130000	0.4727240000	0.5028130000	0	0	3.0090851784	4.0665450096	5.1207580566
202	8.0400000000	0.0061783455	0.0043639677	0.0062610083	0.0067867902	0.6087290000	0.0771100000	0.0483090000	0.0000000000	0.4812860000	0.0018730000	0	0	3.0118985176	4.0674633980	5.1310186386
203	8.0800000000	0.0062717712	0.0043733657	0.0062717712	0.0067962678	0.6593750000	0.0783860000	0.0477400000	0.0506410000	0.4803210000	0.0021330000	0	0	3.0141985416	4.0692620277	5.1484475136
204	8.1200000000	0.0061448915	0.0043820497	0.0062717712	0.0067884677	0.6009220000	0.0768650000	0.0468740000	0.0000000000	0.4750490000	0.0019740000	0	0	3.0160853863	4.0686817169	5.1607265472
205	8.1600000000	0.0062117437	0.0043909750	0.0062717712	0.0067805879	1.1732460000	0.0775620000	0.0467860000	0.0500680000	0.4844210000	0.5142390000	0	0	3.0190021992	4.0676693916	5.1724872589
206	8.1999999990	0.0062133577	0.0043998216	0.0062717712	0.0067713541	0.6215420000	0.0775690000	0.0562140000	0.0000000000	0.4854680000	0.0021330000	0	0	3.0223686695	4.0677299500	5.1860399246
207	8.2400000000	0.0062038908	0.0044085369	0.0062717712	0.0067640635	0.6637600000	0.0781440000	0.0482130000	0.0497850000	0.4854260000	0.0020030000	0	0	3.0268919468	4.0706119537	5.1996178627
208	8.2799999990	0.0061709578	0.0044170100	0.0062717712	0.0067513663	0.6183020000	0.0777370000	0.0554570000	0.0000000000	0.4829020000	0.0020440000	0	0	3.0311090946	4.0727357864	5.2122311592
209	8.3200000000	0.0062781195	0.0044259149	0.0062781195	0.0067487398	1.1420470000	0.0762330000	0.0387900000	0.0495150000	0.4743250000	0.5029900000	0	0	3.0356693268	4.0745925903	5.2253561020
210	8.3599999990	0.0062834104	0.0044347601	0.0062834104	0.0067726303	0.6032800000	0.0773630000	0.0476770000	0.0000010000	0.4759560000	0.0021260000	0	0	3.0413033962	4.0754232407	5.2363662720
211	8.4000000000	0.0063373982	0.0044437773	0.0063373982	0.0067924249	0.6494080000	0.0764530000	0.0457780000	0.0502060000	0.4747140000	0.0020980000	0	0	3.0463533401	4.0736045837	5.2501225471
212	8.4399999990	0.0063816868	0.0044529184	0.0063816868	0.0067785518	0.5927340000	0.0767070000	0.0405820000	0.0000010000	0.4732010000	0.0020840000	0	0	3.0536408424	4.0765614510	5.2617449760
213	8.4800000000	0.0064191553	0.0044621496	0.0064191553	0.0067801348	1.1517560000	0.0767670000	0.0485240000	0.0491920000	0.4727570000	0.5043570000	0	0	3.0600745678	4.0804648399	5.2762432098
214	8.5200000000	0.0064530550	0.0044714529	0.0064530550	0.0068429664	0.5981340000	0.0765520000	0.0454110000	0.0000010000	0.4740630000	0.0019500000	0	0	3.0671315193	4.0807375908	5.2883849144
215	8.5600000000	0.0064731357	0.0044807630	0.0064731357	0.0068524024	0.6475130000	0.0763530000	0.0453340000	0.0489890000	0.4746690000	0.0020080000	0	0	3.0750112534	4.0800528526	5.2988901138
216	8.6000000000	0.0065567396	0.0044903740	0.0065567396	0.0068376201	0.6017030000	0.0768780000	0.0457130000	0.0000000000	0.4769440000	0.0020060000	0	0	3.0843217373	4.0845680237	5.3104977608
217	8.6400000000	0.0066856914	0.0045004907	0.0066856914	0.0068615216	1.1570160000	0.0773590000	0.0464470000	0.0488880000	0.4756150000	0.5085420000	0	0	3.0933165550	4.0876088142	5.3273582458
218	8.6800000000	0.0065396228	0.0045098445	0.0066856914	0.0069121551	0.6009120000	0.0768270000	0.0460980000	0.0000010000	0.4757790000	0.0020310000	0	0	3.1017422676	4.0873403549	5.3364295959
219	8.7200000000	0.0066964929	0.0045198292	0.0066964929	0.0069122229	0.6495110000	0.0768010000	0.0455940000	0.0485910000	0.4763090000	0.0020490000	0	0	3.1119105816	4.0902094841	5.3467597961
220	8.7600000000	0.0068431790	0.0045303899	0.0068431790	0.0069154588	0.6042140000	0.0774120000	0.0478350000	0.0000010000	0.4768060000	0.0019980000	0	0	3.1224982738	4.0952267647	5.3585247993
221	8.8000000000	0.0067451247	0.0045404113	0.0068431790	0.0069528997	1.1516220000	0.0777030000	0.0460020000	0.0485530000	0.4751700000	0.5040220000	0	0	3.1321575642	4.0963530540	5.3703017235
222	8.8400000000	0.0069276472	0.0045511646	0.0069276472	0.0069614238	0.5942490000	0.0777140000	0.0379410000	0.0000000000	0.4764810000	0.0019490000	0	0	3.1414620876	4.0982007980	5.3848562241
223	8.8800000000	0.0069411499	0.0045618820	0.0069411499	0.0069622079	0.6507130000	0.0774960000	0.0458280000	0.0482560000	0.4769020000	0.0020650000	0	0	3.1521151066	4.1013650894	5.3942303658
224	8.9200000000	0.0069078892	0.0045723553	0.0069411499	0.0069681349	0.6030920000	0.0774080000	0.0461440000	0.0000010000	0.4774070000	0.0019710000	0	0	3.1628322601	4.1044430733	5.4048418999
225	8.9600000000	0.0069334880	0.0045828492	0.0069411499	0.0069654794	1.1640550000	0.0788090000	0.0537810000	0.0482300000	0.4778000000	0.5052340000	0	0	3.1733043194	4.1071119308	5.4128870964
226	9.0000000000	0.0072617098	0.0045947026	0.0072617098	0.0069518851	0.6029280000	0.0779650000	0.0471070000	0.0000000000	0.4756610000	0.0020290000	0	0	3.1837577820	4.1113362312	5.4245338440
227	9.0400000000	0.0070939055	0.0046057123	0.0072617098	0.0069380866	0.6439170000	0.0786030000	0.0386190000	0.0478210000	0.4766360000	0.0020610000	0	0	3.1957333088	4.1171150208	5.4329285622
228	9.0800000000	0.0072634732	0.0046173691	0.0072634732	0.0069493200	0.6025220000	0.0783350000	0.0464770000	0.0000010000	0.4755060000	0.0020270000	0	0	3.2072908878	4.1231794357	5.4464344978
229	9.1200000000	0.0072194398	0.0046287319	0.0072634732	0.0070086449	1.1406530000	0.0797050000	0.0461860000	0.0480870000	0.4721190000	0.4943800000	0	0	3.2178654671	4.1272563934	5.4538664818
230	9.1600000000	0.0072506536	0.0046401315	0.0072634732	0.0071099848	0.6024990000	0.0789690000	0.0490810000	0.0000010000	0.4722340000	0.0020490000	0	0	3.2287573814	4.1313409805	5.4607300758
231	9.2000000000	0.0071157701	0.0046508486	0.0072634732	0.0073229301	0.6375100000	0.0787880000	0.0389340000	0.0476550000	0.4698730000	0.0020910000	0	0	3.2380080223	4.1321730614	5.4681630135
232	9.2400000000	0.0072320555	0.0046619745	0.0072634732	0.0074876081	0.6004040000	0.0791910000	0.0476200000	0.0000000000	0.4713680000	0.0020560000	0	0	3.2475297451	4.1352376938	5.4765243530
233	9.2800000000	0.0071868454	0.0046728108	0.0072634732	0.0076314234	1.1200200000	0.0801200000	0.0401840000	0.0474340000	0.4662950000	0.4858150000	0	0	3.2571361065	4.1380004883	5.4838261604
234	9.3200000000	0.0072243507	0.0046837149	0.0072634732	0.0077352813	0.5963280000	0.0796440000	0.0475960000	0.0000000000	0.4668480000	0.0020650000	0	0	3.2670898438	4.1417474747	5.4907226562
235	9.3600000000	0.0071833511	0.0046943516	0.0072634732	0.0078123963	0.6420760000	0.0801880000	0.0477150000	0.0471930000	0.4646700000	0.0021370000	0	0	3.2771916389	4.1449508667	5.4980082512
236	9.4000000000	0.0073455707	0.0047055856	0.0073455707	0.0078735251	0.6018750000	0.0802020000	0.0502710000	0.0000000000	0.4689860000	0.0022430000	0	0	3.2866625786	4.1479277611	5.5063867569
237	9.4400000000	0.0072606211	0.0047163663	0.0073455707	0.0079018667	1.1103390000	0.0808510000	0.0402890000	0.0470720000	0.4630920000	0.4788620000	0	0	3.2966377735	4.1519007683	5.5128464699
238	9.4800000000	0.0074522495	0.0047278616	0.0074522495	0.0079238226	0.5950370000	0.0811800000	0.0488450000	0.0000000000	0.4625100000	0.0023220000	0	0	3.3075277805	4.1581296921	5.5206341743
239	9.5200000000	0.0073819705	0.0047389667	0.0074522495	0.0079676028	0.6404460000	0.0808750000	0.0487920000	0.0468580000	0.4614090000	0.0023210000	0	0	3.3182523251	4.1632189751	5.5281701088
240	9.5600000000	0.0074214106	0.0047501435	0.0074522495	0.0080216180	0.5872900000	0.0811480000	0.0416530000	0.0000000000	0.4620330000	0.0022460000	0	0	3.3284628391	4.1680369377	5.5367369652
241	9.6000000000	0.0073843924	0.0047610740	0.0074522495	0.0080763586	1.1063110000	0.0809800000	0.0539720000	0.0465450000	0.4567150000	0.4679200000	0	0	3.3377621174	4.1687760353	5.5454578400
242	9.6400000000	0.0072675091	0.0047714312	0.0074522495	0.0080971395	0.5953360000	0.0818570000	0.0537900000	0.0000000000	0.4571610000	0.0023440000	0	0	3.3475120068	4.1711721420	5.5540022850
243	9.6800000000	0.0072645382	0.0047816909	0.0074522495	0.0081114842	0.6452260000	0.0815610000	0.0609760000	0.0464290000	0.4536910000	0.0023910000	0	0	3.3584938049	4.1771435738	5.5617599487
244	9.7200000000	0.0072634993	0.0047918623	0.0074522495	0.0081583495	0.5936940000	0.0811570000	0.0547230000	0.0000010000	0.4551850000	0.0024500000	0	0	3.3697884083	4.1835832596	5.5698757172
245	9.7600000000	0.0071288454	0.0048014010	0.0074522495	0.0082216693	1.0969330000	0.0811480000	0.0550430000	0.0469290000	0.4488780000	0.4647310000	0	0	3.3800208569	4.1859502792	5.5777807236
246	9.8000000000	0.0071295248	0.0048108649	0.0074522495	0.0082414124	0.5812270000	0.0819030000	0.0466660000	0.0000010000	0.4499370000	0.0025300000	0	0	3.3903644085	4.1888170242	5.5867514610
247	9.8400000000	0.0072109434	0.0048205818	0.0074522495	0.0082465378	0.6324240000	0.0808250000	0.0523340000	0.0458800000	0.4502900000	0.0028940000	0	0	3.3998820782	4.1891589165	5.5967364311
248	9.8800000000	0.0071984339	0.0048301699	0.0074522495	0.0082317324	0.6333200000	0.0836220000	0.0567150000	0.0000010000	0.4903030000	0.0024940000	0	0	3.4092133045	4.1909103394	5.6052317619
249	9.9200000000	0.0071728956	0.0048395784	0.0074522495	0.0082163057	1.1653170000	0.0812250000	0.0567070000	0.0523860000	0.4724710000	0.5023030000	0	0	3.4192438126	4.1931743622	5.6128840446
250	9.9600000000	0.0071871225	0.0048489686	0.0074522495	0.0082001291	0.6109300000	0.0835170000	0.0534130000	0.0000010000	0.4713400000	0.0024770000	0	0	3.4289274216	4.1953811646	5.6218380928
251	10.0000000000	0.0072706095	0.0048586166	0.0074522495	0.0081839847	0.6610230000	0.0828740000	0.0562560000	0.0540220000	0.4651100000	0.0025740000	0	0	3.4390454292	4.1985454559	5.6306185722
